isin,candidate,cpr_model,cdr_model,recovery,call,n_params,h,n_obs,E_fac,E_prin,E_cum,E_wal,E_dm,U,CRPS,COV,BIAS,STAB,S,win_share
ES0377992005,cpr_pooled|cdr_zero|rec_none|call_never,cpr_pooled,cdr_zero,rec_none,call_never,1,1,2,7.64851463,0.12311594,0.12311594,,,1.32421661,0.00539491,0.0,-0.12311594,0.0,1.05,1.0
ES0377992005,cpr_pooled|cdr_zero|rec_none|call_never,cpr_pooled,cdr_zero,rec_none,call_never,1,4,2,28.61560849,0.08174056,0.12263562,0.00882375,1.51793233,1.29874005,0.02177377,0.0,-0.08174056,0.0,1.05,1.0
