isin,payment_date,step,metric,p5,p25,p50,p75,p95
XS0260784318,2030-10-21,17,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2030-10-21,17,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2031-01-20,18,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2031-01-20,18,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2031-04-21,19,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2031-04-21,19,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2031-07-21,20,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2031-07-21,20,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2031-10-20,21,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2031-10-20,21,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2032-01-20,22,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2032-01-20,22,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2032-04-20,23,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2032-04-20,23,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2032-07-20,24,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2032-07-20,24,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2032-10-20,25,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2032-10-20,25,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2033-01-20,26,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2033-01-20,26,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2033-04-20,27,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2033-04-20,27,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2033-07-20,28,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2033-07-20,28,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2033-10-20,29,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2033-10-20,29,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2034-01-20,30,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2034-01-20,30,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2034-04-20,31,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2034-04-20,31,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2034-07-20,32,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2034-07-20,32,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2034-10-20,33,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2034-10-20,33,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2035-01-22,34,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2035-01-22,34,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2035-04-20,35,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2035-04-20,35,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2035-07-20,36,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2035-07-20,36,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2035-10-22,37,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2035-10-22,37,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2036-01-21,38,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2036-01-21,38,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2036-04-21,39,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2036-04-21,39,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,2036-07-21,40,principal,0.0,0.0,0.0,0.0,0.0
XS0260784318,2036-07-21,40,balance,0.0,0.0,0.0,0.0,0.0
XS0260784318,,0,dm_bp_at_price_ref,627.72971392,627.72971392,627.72971392,627.72971392,627.72971392
