isin,rank,S,S_smooth,C_filing,cpr_cfg_initial,cdr_cfg_initial,seam_level,seam_slope,roughness,terminal,prepay,default,severity,lag_m,advancing,call,trigger,wac,wam_m,index_shift,first_ipd_rate_annual,wal_years,dm_bp_at_ref,last_cf_date,state_mode
XS0260784318,85,0.75766385,0.19045762,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.0798781,0.0,PSA 100,SDA 100,0.35,24,1,maturity,as_filed,0.02996,149.9,0.0,0.12127439,5.27527644,59.26635999,2059-07-21,pool
XS0260784318,86,0.75766385,0.19045762,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.0798781,0.0,PSA 100,SDA 100,0.35,24,1,maturity,force_pro_rata,0.02996,149.9,0.0,0.12127439,5.27527644,59.26635999,2059-07-21,pool
XS0260784318,87,0.75766385,0.19045762,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.0798781,0.0,PSA 100,SDA 100,0.5,24,1,maturity,as_filed,0.02996,149.9,0.0,0.12127439,5.27540905,59.26589559,2059-07-21,pool
XS0260784318,88,0.75766385,0.19045762,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.0798781,0.0,PSA 100,SDA 100,0.5,24,1,maturity,force_pro_rata,0.02996,149.9,0.0,0.12127439,5.27540905,59.26589559,2059-07-21,pool
XS0260784318,89,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,CPR 0.06,SDA 100,0.2,12,1,maturity,as_filed,0.02996,149.9,0.0,0.12127439,5.27220002,59.28117561,2059-07-21,pool
XS0260784318,90,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,CPR 0.06,SDA 100,0.2,12,1,maturity,force_pro_rata,0.02996,149.9,0.0,0.12127439,5.27220002,59.28117561,2059-07-21,pool
XS0260784318,91,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,CPR 0.06,SDA 100,0.35,12,1,maturity,as_filed,0.02996,149.9,0.0,0.12127439,5.27224496,59.28101737,2059-07-21,pool
XS0260784318,92,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,CPR 0.06,SDA 100,0.35,12,1,maturity,force_pro_rata,0.02996,149.9,0.0,0.12127439,5.27224496,59.28101737,2059-07-21,pool
XS0260784318,93,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,CPR 0.06,SDA 100,0.5,12,1,maturity,as_filed,0.02996,149.9,0.0,0.12127439,5.2722899,59.28085913,2059-07-21,pool
XS0260784318,94,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,CPR 0.06,SDA 100,0.5,12,1,maturity,force_pro_rata,0.02996,149.9,0.0,0.12127439,5.2722899,59.28085913,2059-07-21,pool
XS0260784318,95,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,PSA 100,SDA 100,0.2,12,1,maturity,as_filed,0.02996,149.9,0.0,0.12127439,5.27220002,59.28117561,2059-07-21,pool
XS0260784318,96,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,PSA 100,SDA 100,0.2,12,1,maturity,force_pro_rata,0.02996,149.9,0.0,0.12127439,5.27220002,59.28117561,2059-07-21,pool
XS0260784318,97,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,PSA 100,SDA 100,0.35,12,1,maturity,as_filed,0.02996,149.9,0.0,0.12127439,5.27224496,59.28101737,2059-07-21,pool
XS0260784318,98,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,PSA 100,SDA 100,0.35,12,1,maturity,force_pro_rata,0.02996,149.9,0.0,0.12127439,5.27224496,59.28101737,2059-07-21,pool
XS0260784318,99,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,PSA 100,SDA 100,0.5,12,1,maturity,as_filed,0.02996,149.9,0.0,0.12127439,5.2722899,59.28085913,2059-07-21,pool
XS0260784318,100,0.75768631,0.19048008,0.56720623,0.06,0.0003,-0.38365005,0.19206705,0.08001856,0.0,PSA 100,SDA 100,0.5,12,1,maturity,force_pro_rata,0.02996,149.9,0.0,0.12127439,5.2722899,59.28085913,2059-07-21,pool
