isin,rank,S,S_smooth,C_filing,cpr_cfg_initial,cdr_cfg_initial,seam_level,seam_slope,roughness,terminal,prepay,default,severity,lag_m,advancing,call,trigger,wac,wam_m,index_shift,first_ipd_rate_annual,wal_years,dm_bp_at_ref,last_cf_date,state_mode
ES0380957003,61,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.2,24,0,clean_up,as_filed,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,62,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.2,24,0,clean_up,force_sequential,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,63,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.2,24,1,clean_up,as_filed,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,64,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.2,24,1,clean_up,force_sequential,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,65,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.35,24,0,clean_up,as_filed,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,66,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.35,24,0,clean_up,force_sequential,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,67,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.35,24,1,clean_up,as_filed,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,68,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.35,24,1,clean_up,force_sequential,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,69,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.5,24,0,clean_up,as_filed,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,70,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.5,24,0,clean_up,force_sequential,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,71,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.5,24,1,clean_up,as_filed,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,72,0.4007505,0.26449538,0.13625512,0.08,0.02,-0.38122833,0.34500771,0.01140272,28.72125059,CPR 0.08,CDR 0.02,0.5,24,1,clean_up,force_sequential,0.0326,240.0,0.0,0.23515627,1.43068875,120.95995454,2028-03-20,pool_sub_implied
ES0380957003,73,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.2,24,0,call_date,as_filed,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,74,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.2,24,0,call_date,force_sequential,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,75,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.2,24,1,call_date,as_filed,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,76,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.2,24,1,call_date,force_sequential,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,77,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.35,24,0,call_date,as_filed,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,78,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.35,24,0,call_date,force_sequential,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,79,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.35,24,1,call_date,as_filed,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,80,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.35,24,1,call_date,force_sequential,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,81,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.5,24,0,call_date,as_filed,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,82,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.5,24,0,call_date,force_sequential,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,83,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.5,24,1,call_date,as_filed,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,84,0.41749386,0.28123874,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.01145883,28.8101545,CPR 0.08,CDR 0.01,0.5,24,1,call_date,force_sequential,0.0326,240.0,0.0,0.23551421,1.27032495,134.14163308,2027-12-20,pool_sub_implied
ES0380957003,85,0.41757003,0.28131491,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.014404,28.52504971,CPR 0.08,CDR 0.01,0.2,24,0,clean_up,as_filed,0.0326,240.0,0.0,0.23551421,1.57355429,111.49974646,2028-06-19,pool_sub_implied
ES0380957003,86,0.41757003,0.28131491,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.014404,28.52504971,CPR 0.08,CDR 0.01,0.2,24,0,clean_up,force_sequential,0.0326,240.0,0.0,0.23551421,1.57355429,111.49974646,2028-06-19,pool_sub_implied
ES0380957003,87,0.41757003,0.28131491,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.014404,28.52504971,CPR 0.08,CDR 0.01,0.2,24,1,clean_up,as_filed,0.0326,240.0,0.0,0.23551421,1.57355429,111.49974646,2028-06-19,pool_sub_implied
ES0380957003,88,0.41757003,0.28131491,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.014404,28.52504971,CPR 0.08,CDR 0.01,0.2,24,1,clean_up,force_sequential,0.0326,240.0,0.0,0.23551421,1.57355429,111.49974646,2028-06-19,pool_sub_implied
ES0380957003,89,0.41757003,0.28131491,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.014404,28.52504971,CPR 0.08,CDR 0.01,0.35,24,0,clean_up,as_filed,0.0326,240.0,0.0,0.23551421,1.57355429,111.49974646,2028-06-19,pool_sub_implied
ES0380957003,90,0.41757003,0.28131491,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.014404,28.52504971,CPR 0.08,CDR 0.01,0.35,24,0,clean_up,force_sequential,0.0326,240.0,0.0,0.23551421,1.57355429,111.49974646,2028-06-19,pool_sub_implied
ES0380957003,91,0.41757003,0.28131491,0.13625512,0.08,0.01,-0.37781044,0.37197676,0.014404,28.52504971,CPR 0.08,CDR 0.01,0.35,24,1,clean_up,as_filed,0.0326,240.0,0.0,0.23551421,1.57355429,111.49974646,2028-06-19,pool_sub_implied
