isin,rank,S,S_smooth,C_filing,cpr_cfg_initial,cdr_cfg_initial,seam_level,seam_slope,roughness,terminal,prepay,default,severity,lag_m,advancing,call,trigger,wac,wam_m,index_shift,first_ipd_rate_annual,wal_years,dm_bp_at_ref,last_cf_date,state_mode
ES0377992005,11,0.03737244,0.03737244,0.0,0.14,0.00997125,0.13770052,-0.01143613,0.13520439,0.0,CPR 0.14,SDA 200,0.35,6,0,maturity,as_filed,0.02,180.0,0.0,0.1882513,4.1390808,48.37188624,2043-10-26,proxy
ES0377992005,12,0.03737244,0.03737244,0.0,0.14,0.00997125,0.13770052,-0.01143613,0.13520439,0.0,CPR 0.14,SDA 200,0.5,6,0,maturity,as_filed,0.02,180.0,0.0,0.1882513,4.13908123,48.37188272,2043-10-26,proxy
ES0377992005,13,0.04305385,0.04305385,0.0,0.14,0.01,-0.09455232,-0.12305488,0.137736,0.0,CPR 0.14,CDR 0.01,0.2,6,0,maturity,as_filed,0.03,180.0,0.0,0.1847027,4.20046549,47.83727073,2043-10-26,proxy
ES0377992005,14,0.04305385,0.04305385,0.0,0.14,0.01,-0.09455232,-0.12305488,0.137736,0.0,CPR 0.14,CDR 0.01,0.35,6,0,maturity,as_filed,0.03,180.0,0.0,0.1847027,4.20047255,47.83721389,2043-10-26,proxy
ES0377992005,15,0.04305385,0.04305385,0.0,0.14,0.01,-0.09455232,-0.12305488,0.137736,0.0,CPR 0.14,CDR 0.01,0.5,6,0,maturity,as_filed,0.03,180.0,0.0,0.1847027,4.2004893,47.83707906,2043-10-26,proxy
ES0377992005,16,0.04493961,0.04493961,0.0,0.14,0.01,-0.09455232,-0.13605447,0.13224465,0.0,CPR 0.14,CDR 0.01,0.2,6,1,maturity,as_filed,0.03,180.0,0.0,0.1847027,4.21106938,47.7495902,2043-10-26,proxy
ES0377992005,17,0.04493961,0.04493961,0.0,0.14,0.01,-0.09455232,-0.13605447,0.13224465,0.0,CPR 0.14,CDR 0.01,0.35,6,1,maturity,as_filed,0.03,180.0,0.0,0.1847027,4.21107645,47.74953363,2043-10-26,proxy
ES0377992005,18,0.04493961,0.04493961,0.0,0.14,0.01,-0.09455232,-0.13605447,0.13224465,0.0,CPR 0.14,CDR 0.01,0.5,6,1,maturity,as_filed,0.03,180.0,0.0,0.1847027,4.21109379,47.74939465,2043-10-26,proxy
ES0377992005,19,0.0513889,0.0513889,0.0,0.16,0.00997125,-0.04351588,-0.17747751,0.1341529,0.0,CPR 0.16,SDA 200,0.2,6,0,maturity,as_filed,0.02,300.0,0.0,0.18548348,4.5824956,44.91854302,2043-10-26,proxy
ES0377992005,20,0.0513889,0.0513889,0.0,0.16,0.00997125,-0.04351588,-0.17747751,0.1341529,0.0,CPR 0.16,SDA 200,0.35,6,0,maturity,as_filed,0.02,300.0,0.0,0.18548348,4.5824956,44.91854302,2043-10-26,proxy
ES0377992005,21,0.0513889,0.0513889,0.0,0.16,0.00997125,-0.04351588,-0.17747751,0.1341529,0.0,CPR 0.16,SDA 200,0.5,6,0,maturity,as_filed,0.02,300.0,0.0,0.18548348,4.5824956,44.91854302,2043-10-26,proxy
ES0377992005,22,0.05284656,0.05284656,0.0,0.14,0.01,0.138151,-0.12142218,0.13790402,0.0,CPR 0.14,CDR 0.01,0.2,6,0,maturity,as_filed,0.02,180.0,0.0,0.18825817,4.1381989,48.37674766,2043-10-26,proxy
ES0377992005,23,0.05284656,0.05284656,0.0,0.14,0.01,0.138151,-0.12142218,0.13790402,0.0,CPR 0.14,CDR 0.01,0.35,6,0,maturity,as_filed,0.02,180.0,0.0,0.18825817,4.13821344,48.37662715,2043-10-26,proxy
ES0377992005,24,0.05284656,0.05284656,0.0,0.14,0.01,0.138151,-0.12142218,0.13790402,0.0,CPR 0.14,CDR 0.01,0.5,6,0,maturity,as_filed,0.02,180.0,0.0,0.18825817,4.13823018,48.37648839,2043-10-26,proxy
ES0377992005,25,0.05403438,0.05403438,0.0,0.14,0.01,0.138151,-0.13011429,0.1342347,0.0,CPR 0.14,CDR 0.01,0.2,6,1,maturity,as_filed,0.02,180.0,0.0,0.18825817,4.14517653,48.31728653,2043-10-26,proxy
ES0377992005,26,0.05403438,0.05403438,0.0,0.14,0.01,0.138151,-0.13011429,0.1342347,0.0,CPR 0.14,CDR 0.01,0.35,6,1,maturity,as_filed,0.02,180.0,0.0,0.18825817,4.14519148,48.31716302,2043-10-26,proxy
ES0377992005,27,0.05403438,0.05403438,0.0,0.14,0.01,0.138151,-0.13011429,0.1342347,0.0,CPR 0.14,CDR 0.01,0.5,6,1,maturity,as_filed,0.02,180.0,0.0,0.18825817,4.14520822,48.31702468,2043-10-26,proxy
ES0377992005,28,0.05413308,0.05413308,0.0,0.16,0.00997125,-0.04351588,-0.18776535,0.13032122,0.0,CPR 0.16,SDA 200,0.2,6,1,maturity,as_filed,0.02,300.0,0.0,0.18548348,4.58946458,44.86955419,2043-10-26,proxy
ES0377992005,29,0.05413308,0.05413308,0.0,0.16,0.00997125,-0.04351588,-0.18776535,0.13032122,0.0,CPR 0.16,SDA 200,0.35,6,1,maturity,as_filed,0.02,300.0,0.0,0.18548348,4.58946458,44.86955419,2043-10-26,proxy
ES0377992005,30,0.05413308,0.05413308,0.0,0.16,0.00997125,-0.04351588,-0.18776535,0.13032122,0.0,CPR 0.16,SDA 200,0.5,6,1,maturity,as_filed,0.02,300.0,0.0,0.18548348,4.58946458,44.86955419,2043-10-26,proxy
ES0377992005,31,0.08503868,0.08503868,0.0,0.16,0.00997125,0.18913228,-0.17671287,0.1343139,0.0,CPR 0.16,SDA 200,0.2,6,0,maturity,as_filed,0.01,300.0,0.0,0.18903556,4.50100133,45.51311643,2043-10-26,proxy
ES0377992005,32,0.08503868,0.08503868,0.0,0.16,0.00997125,0.18913228,-0.17671287,0.1343139,0.0,CPR 0.16,SDA 200,0.35,6,0,maturity,as_filed,0.01,300.0,0.0,0.18903556,4.50100133,45.51311643,2043-10-26,proxy
ES0377992005,33,0.08503868,0.08503868,0.0,0.16,0.00997125,0.18913228,-0.17671287,0.1343139,0.0,CPR 0.16,SDA 200,0.5,6,0,maturity,as_filed,0.01,300.0,0.0,0.18903556,4.50100133,45.51311643,2043-10-26,proxy
ES0377992005,34,0.08637628,0.08637628,0.0,0.16,0.00997125,0.18913228,-0.18187113,0.13239395,0.0,CPR 0.16,SDA 200,0.2,6,1,maturity,as_filed,0.01,300.0,0.0,0.18903556,4.5044531,45.48796561,2043-10-26,proxy
ES0377992005,35,0.08637628,0.08637628,0.0,0.16,0.00997125,0.18913228,-0.18187113,0.13239395,0.0,CPR 0.16,SDA 200,0.35,6,1,maturity,as_filed,0.01,300.0,0.0,0.18903556,4.5044531,45.48796561,2043-10-26,proxy
ES0377992005,36,0.08637628,0.08637628,0.0,0.16,0.00997125,0.18913228,-0.18187113,0.13239395,0.0,CPR 0.16,SDA 200,0.5,6,1,maturity,as_filed,0.01,300.0,0.0,0.18903556,4.5044531,45.48796561,2043-10-26,proxy
ES0377992005,37,0.1034211,0.1034211,0.0,0.16,0.01,-0.04307287,-0.287757,0.13697348,0.0,CPR 0.16,CDR 0.01,0.2,6,0,maturity,as_filed,0.02,300.0,0.0,0.18549026,4.56457288,45.04134298,2043-10-26,proxy
ES0377992005,38,0.1034211,0.1034211,0.0,0.16,0.01,-0.04307287,-0.287757,0.13697348,0.0,CPR 0.16,CDR 0.01,0.35,6,0,maturity,as_filed,0.02,300.0,0.0,0.18549026,4.56457288,45.04134298,2043-10-26,proxy
ES0377992005,39,0.1034211,0.1034211,0.0,0.16,0.01,-0.04307287,-0.287757,0.13697348,0.0,CPR 0.16,CDR 0.01,0.5,6,0,maturity,as_filed,0.02,300.0,0.0,0.18549026,4.56457288,45.04134298,2043-10-26,proxy
ES0377992005,40,0.10607188,0.10607188,0.0,0.16,0.00997125,0.26734279,-0.12859824,0.13439568,0.0,CPR 0.16,SDA 200,0.2,6,0,maturity,as_filed,0.03,240.0,0.0,0.19022707,4.35512859,46.61155065,2043-10-26,proxy
ES0377992005,41,0.10607188,0.10607188,0.0,0.16,0.00997125,0.26734279,-0.12859824,0.13439568,0.0,CPR 0.16,SDA 200,0.35,6,0,maturity,as_filed,0.03,240.0,0.0,0.19022707,4.3551286,46.61155055,2043-10-26,proxy
ES0377992005,42,0.10607188,0.10607188,0.0,0.16,0.00997125,0.26734279,-0.12859824,0.13439568,0.0,CPR 0.16,SDA 200,0.5,6,0,maturity,as_filed,0.03,240.0,0.0,0.19022707,4.35512862,46.61155045,2043-10-26,proxy
ES0377992005,43,0.10749469,0.10749469,0.0,0.16,0.01,-0.04307287,-0.29641742,0.13332716,0.0,CPR 0.16,CDR 0.01,0.2,6,1,maturity,as_filed,0.02,300.0,0.0,0.18549026,4.5719748,44.98907072,2043-10-26,proxy
ES0377992005,44,0.10749469,0.10749469,0.0,0.16,0.01,-0.04307287,-0.29641742,0.13332716,0.0,CPR 0.16,CDR 0.01,0.35,6,1,maturity,as_filed,0.02,300.0,0.0,0.18549026,4.5719748,44.98907072,2043-10-26,proxy
ES0377992005,45,0.10749469,0.10749469,0.0,0.16,0.01,-0.04307287,-0.29641742,0.13332716,0.0,CPR 0.16,CDR 0.01,0.5,6,1,maturity,as_filed,0.02,300.0,0.0,0.18549026,4.5719748,44.98907072,2043-10-26,proxy
ES0377992005,46,0.10878567,0.10878567,0.0,0.16,0.00997125,0.26734279,-0.14409209,0.12865058,0.0,CPR 0.16,SDA 200,0.2,6,1,maturity,as_filed,0.03,240.0,0.0,0.19022707,4.36541046,46.53189433,2043-10-26,proxy
ES0377992005,47,0.10878567,0.10878567,0.0,0.16,0.00997125,0.26734279,-0.14409209,0.12865058,0.0,CPR 0.16,SDA 200,0.35,6,1,maturity,as_filed,0.03,240.0,0.0,0.19022707,4.36541047,46.53189423,2043-10-26,proxy
ES0377992005,48,0.10878567,0.10878567,0.0,0.16,0.00997125,0.26734279,-0.14409209,0.12865058,0.0,CPR 0.16,SDA 200,0.5,6,1,maturity,as_filed,0.03,240.0,0.0,0.19022707,4.36541049,46.53189414,2043-10-26,proxy
ES0377992005,49,0.1149963,0.1149963,0.0,0.16,0.00997125,-0.25486674,-0.17911266,0.13400712,0.0,CPR 0.16,SDA 200,0.2,6,0,maturity,as_filed,0.03,300.0,0.0,0.18224647,4.66022711,44.37086457,2043-10-26,proxy
ES0377992005,50,0.1149963,0.1149963,0.0,0.16,0.00997125,-0.25486674,-0.17911266,0.13400712,0.0,CPR 0.16,SDA 200,0.35,6,0,maturity,as_filed,0.03,300.0,0.0,0.18224647,4.66022711,44.37086457,2043-10-26,proxy
ES0377992005,51,0.1149963,0.1149963,0.0,0.16,0.00997125,-0.25486674,-0.17911266,0.13400712,0.0,CPR 0.16,SDA 200,0.5,6,0,maturity,as_filed,0.03,300.0,0.0,0.18224647,4.66022711,44.37086457,2043-10-26,proxy
ES0377992005,52,0.11924303,0.11924303,0.0,0.16,0.00997125,-0.25486674,-0.19450531,0.12827183,0.0,CPR 0.16,SDA 200,0.2,6,1,maturity,as_filed,0.03,300.0,0.0,0.18224647,4.67077168,44.29919526,2043-10-26,proxy
ES0377992005,53,0.11924303,0.11924303,0.0,0.16,0.00997125,-0.25486674,-0.19450531,0.12827183,0.0,CPR 0.16,SDA 200,0.35,6,1,maturity,as_filed,0.03,300.0,0.0,0.18224647,4.67077168,44.29919526,2043-10-26,proxy
ES0377992005,54,0.11924303,0.11924303,0.0,0.16,0.00997125,-0.25486674,-0.19450531,0.12827183,0.0,CPR 0.16,SDA 200,0.5,6,1,maturity,as_filed,0.03,300.0,0.0,0.18224647,4.67077168,44.29919526,2043-10-26,proxy
ES0377992005,55,0.13701305,0.13701305,0.0,0.16,0.01,0.18958434,-0.28681384,0.13714462,0.0,CPR 0.16,CDR 0.01,0.2,6,0,maturity,as_filed,0.01,300.0,0.0,0.18904245,4.48451823,45.62985637,2043-10-26,proxy
ES0377992005,56,0.13701305,0.13701305,0.0,0.16,0.01,0.18958434,-0.28681384,0.13714462,0.0,CPR 0.16,CDR 0.01,0.35,6,0,maturity,as_filed,0.01,300.0,0.0,0.18904245,4.48451823,45.62985637,2043-10-26,proxy
ES0377992005,57,0.13701305,0.13701305,0.0,0.16,0.01,0.18958434,-0.28681384,0.13714462,0.0,CPR 0.16,CDR 0.01,0.5,6,0,maturity,as_filed,0.01,300.0,0.0,0.18904245,4.48451823,45.62985637,2043-10-26,proxy
ES0377992005,58,0.13902564,0.13902564,0.0,0.16,0.01,0.18958434,-0.29115687,0.13531848,0.0,CPR 0.16,CDR 0.01,0.2,6,1,maturity,as_filed,0.01,300.0,0.0,0.18904245,4.48816679,45.60315995,2043-10-26,proxy
ES0377992005,59,0.13902564,0.13902564,0.0,0.16,0.01,0.18958434,-0.29115687,0.13531848,0.0,CPR 0.16,CDR 0.01,0.35,6,1,maturity,as_filed,0.01,300.0,0.0,0.18904245,4.48816679,45.60315995,2043-10-26,proxy
ES0377992005,60,0.13902564,0.13902564,0.0,0.16,0.01,0.18958434,-0.29115687,0.13531848,0.0,CPR 0.16,CDR 0.01,0.5,6,1,maturity,as_filed,0.01,300.0,0.0,0.18904245,4.48816679,45.60315995,2043-10-26,proxy
ES0377992005,61,0.14747198,0.14747198,0.0,0.16,0.01,0.26779802,-0.23859458,0.13721818,0.0,CPR 0.16,CDR 0.01,0.2,6,0,maturity,as_filed,0.03,240.0,0.0,0.190234,4.34509551,46.6864377,2043-10-26,proxy
ES0377992005,62,0.14747198,0.14747198,0.0,0.16,0.01,0.26779802,-0.23859458,0.13721818,0.0,CPR 0.16,CDR 0.01,0.35,6,0,maturity,as_filed,0.03,240.0,0.0,0.190234,4.3450957,46.68643623,2043-10-26,proxy
ES0377992005,63,0.14747198,0.14747198,0.0,0.16,0.01,0.26779802,-0.23859458,0.13721818,0.0,CPR 0.16,CDR 0.01,0.5,6,0,maturity,as_filed,0.03,240.0,0.0,0.190234,4.34509628,46.68643195,2043-10-26,proxy
ES0377992005,64,0.1523962,0.1523962,0.0,0.16,0.01,0.26779802,-0.2516409,0.13174703,0.0,CPR 0.16,CDR 0.01,0.2,6,1,maturity,as_filed,0.03,240.0,0.0,0.190234,4.35584542,46.60301237,2043-10-26,proxy
ES0377992005,65,0.1523962,0.1523962,0.0,0.16,0.01,0.26779802,-0.2516409,0.13174703,0.0,CPR 0.16,CDR 0.01,0.35,6,1,maturity,as_filed,0.03,240.0,0.0,0.190234,4.35584576,46.60300987,2043-10-26,proxy
ES0377992005,66,0.1523962,0.1523962,0.0,0.16,0.01,0.26779802,-0.2516409,0.13174703,0.0,CPR 0.16,CDR 0.01,0.5,6,1,maturity,as_filed,0.03,240.0,0.0,0.190234,4.35584637,46.60300536,2043-10-26,proxy
ES0377992005,67,0.15330792,0.15330792,0.0,0.16,0.02,0.17035154,0.25673654,0.2416084,0.0,CPR 0.16,CDR 0.02,0.5,6,1,maturity,as_filed,0.01,300.0,0.0,0.18874925,4.49783079,45.55577589,2043-10-26,proxy
ES0377992005,68,0.15474864,0.15474864,0.0,0.16,0.02,0.17035154,0.25729807,0.24398094,0.0,CPR 0.16,CDR 0.02,0.5,6,0,maturity,as_filed,0.01,300.0,0.0,0.18874925,4.49724565,45.56007256,2043-10-26,proxy
ES0377992005,69,0.16495197,0.16495197,0.0,0.14,0.00997125,0.38325862,-0.01606081,0.1334423,0.0,CPR 0.14,SDA 200,0.2,6,1,maturity,as_filed,0.01,180.0,0.0,0.19199059,4.07879737,48.9105329,2043-10-26,proxy
ES0377992005,70,0.16495197,0.16495197,0.0,0.14,0.00997125,0.38325862,-0.01606081,0.1334423,0.0,CPR 0.14,SDA 200,0.35,6,1,maturity,as_filed,0.01,180.0,0.0,0.19199059,4.07879777,48.91052952,2043-10-26,proxy
ES0377992005,71,0.16495197,0.16495197,0.0,0.14,0.00997125,0.38325862,-0.01606081,0.1334423,0.0,CPR 0.14,SDA 200,0.5,6,1,maturity,as_filed,0.01,180.0,0.0,0.19199059,4.07879817,48.91052614,2043-10-26,proxy
ES0377992005,72,0.16533101,0.16533101,0.0,0.14,0.00997125,0.38325862,-0.01088404,0.13537126,0.0,CPR 0.14,SDA 200,0.2,6,0,maturity,as_filed,0.01,180.0,0.0,0.19199059,4.07541967,48.94028314,2043-10-26,proxy
ES0377992005,73,0.16533101,0.16533101,0.0,0.14,0.00997125,0.38325862,-0.01088404,0.13537126,0.0,CPR 0.14,SDA 200,0.35,6,0,maturity,as_filed,0.01,180.0,0.0,0.19199059,4.07542007,48.94027976,2043-10-26,proxy
ES0377992005,74,0.16533101,0.16533101,0.0,0.14,0.00997125,0.38325862,-0.01088404,0.13537126,0.0,CPR 0.14,SDA 200,0.5,6,0,maturity,as_filed,0.01,180.0,0.0,0.19199059,4.07542046,48.94027637,2043-10-26,proxy
ES0377992005,75,0.16729708,0.16729708,0.0,0.16,0.01,-0.25443197,-0.28955511,0.13681847,0.0,CPR 0.16,CDR 0.01,0.2,6,0,maturity,as_filed,0.03,300.0,0.0,0.18225313,4.64086315,44.49946374,2043-10-26,proxy
ES0377992005,76,0.16729708,0.16729708,0.0,0.16,0.01,-0.25443197,-0.28955511,0.13681847,0.0,CPR 0.16,CDR 0.01,0.35,6,0,maturity,as_filed,0.03,300.0,0.0,0.18225313,4.64086315,44.49946374,2043-10-26,proxy
ES0377992005,77,0.16729708,0.16729708,0.0,0.16,0.01,-0.25443197,-0.28955511,0.13681847,0.0,CPR 0.16,CDR 0.01,0.5,6,0,maturity,as_filed,0.03,300.0,0.0,0.18225313,4.64086315,44.49946374,2043-10-26,proxy
ES0377992005,78,0.17350327,0.17350327,0.0,0.16,0.01,-0.25443197,-0.30251079,0.13135776,0.0,CPR 0.16,CDR 0.01,0.2,6,1,maturity,as_filed,0.03,300.0,0.0,0.18225313,4.65211431,44.42260882,2043-10-26,proxy
ES0377992005,79,0.17350327,0.17350327,0.0,0.16,0.01,-0.25443197,-0.30251079,0.13135776,0.0,CPR 0.16,CDR 0.01,0.35,6,1,maturity,as_filed,0.03,300.0,0.0,0.18225313,4.65211431,44.42260882,2043-10-26,proxy
ES0377992005,80,0.17350327,0.17350327,0.0,0.16,0.01,-0.25443197,-0.30251079,0.13135776,0.0,CPR 0.16,CDR 0.01,0.5,6,1,maturity,as_filed,0.03,300.0,0.0,0.18225313,4.65211431,44.42260882,2043-10-26,proxy
ES0377992005,81,0.18087072,0.18087072,0.0,0.14,0.01,0.38371866,-0.12068173,0.13808198,0.0,CPR 0.14,CDR 0.01,0.2,6,0,maturity,as_filed,0.01,180.0,0.0,0.19199758,4.07488427,48.94224487,2043-10-26,proxy
ES0377992005,82,0.18087072,0.18087072,0.0,0.14,0.01,0.38371866,-0.12068173,0.13808198,0.0,CPR 0.14,CDR 0.01,0.35,6,0,maturity,as_filed,0.01,180.0,0.0,0.19199758,4.07490366,48.94207926,2043-10-26,proxy
ES0377992005,83,0.18087072,0.18087072,0.0,0.14,0.01,0.38371866,-0.12068173,0.13808198,0.0,CPR 0.14,CDR 0.01,0.5,6,0,maturity,as_filed,0.01,180.0,0.0,0.19199758,4.07494473,48.94172828,2043-10-26,proxy
ES0377992005,84,0.1814375,0.1814375,0.0,0.14,0.01,0.38371866,-0.12504137,0.13624299,0.0,CPR 0.14,CDR 0.01,0.2,6,1,maturity,as_filed,0.01,180.0,0.0,0.19199758,4.07832649,48.91198543,2043-10-26,proxy
ES0377992005,85,0.1814375,0.1814375,0.0,0.14,0.01,0.38371866,-0.12504137,0.13624299,0.0,CPR 0.14,CDR 0.01,0.35,6,1,maturity,as_filed,0.01,180.0,0.0,0.19199758,4.07834595,48.91181947,2043-10-26,proxy
ES0377992005,86,0.1814375,0.1814375,0.0,0.14,0.01,0.38371866,-0.12504137,0.13624299,0.0,CPR 0.14,CDR 0.01,0.5,6,1,maturity,as_filed,0.01,180.0,0.0,0.19199758,4.07838666,48.91147215,2043-10-26,proxy
ES0377992005,87,0.20415706,0.20415706,0.0,0.16,0.01994251,0.1694401,0.34467272,0.23800804,0.0,CPR 0.16,SDA 400,0.5,6,1,maturity,as_filed,0.01,300.0,0.0,0.18873535,4.49476677,45.57297217,2043-10-26,proxy
ES0377992005,88,0.20426191,0.20426191,0.0,0.14,0.00498563,-0.08544661,-0.43844738,0.06873627,0.0,CPR 0.14,SDA 100,0.2,6,0,maturity,as_filed,0.03,180.0,0.0,0.18484204,4.26255275,47.31724886,2043-10-26,proxy
ES0377992005,89,0.20426191,0.20426191,0.0,0.14,0.00498563,-0.08544661,-0.43844738,0.06873627,0.0,CPR 0.14,SDA 100,0.35,6,0,maturity,as_filed,0.03,180.0,0.0,0.18484204,4.26255299,47.31724701,2043-10-26,proxy
ES0377992005,90,0.20426191,0.20426191,0.0,0.14,0.00498563,-0.08544661,-0.43844738,0.06873627,0.0,CPR 0.14,SDA 100,0.5,6,0,maturity,as_filed,0.03,180.0,0.0,0.18484204,4.26255323,47.31724517,2043-10-26,proxy
ES0377992005,91,0.2057443,0.2057443,0.0,0.16,0.01994251,0.1694401,0.34527249,0.24046051,0.0,CPR 0.16,SDA 400,0.5,6,0,maturity,as_filed,0.01,300.0,0.0,0.18873535,4.49414498,45.57754205,2043-10-26,proxy
ES0377992005,92,0.21068675,0.21068675,0.0,0.14,0.00498563,-0.08544661,-0.44614343,0.06589133,0.0,CPR 0.14,SDA 100,0.2,6,1,maturity,as_filed,0.03,180.0,0.0,0.18484204,4.26776534,47.27522915,2043-10-26,proxy
ES0377992005,93,0.21068675,0.21068675,0.0,0.14,0.00498563,-0.08544661,-0.44614343,0.06589133,0.0,CPR 0.14,SDA 100,0.35,6,1,maturity,as_filed,0.03,180.0,0.0,0.18484204,4.26776558,47.27522731,2043-10-26,proxy
ES0377992005,94,0.21068675,0.21068675,0.0,0.14,0.00498563,-0.08544661,-0.44614343,0.06589133,0.0,CPR 0.14,SDA 100,0.5,6,1,maturity,as_filed,0.03,180.0,0.0,0.18484204,4.26776582,47.27522547,2043-10-26,proxy
ES0377992005,95,0.21723924,0.21723924,0.0,0.14,0.00498563,0.1474454,-0.43676565,0.0688103,0.0,CPR 0.14,SDA 100,0.2,6,0,maturity,as_filed,0.02,180.0,0.0,0.18839994,4.19837285,47.85739319,2043-10-26,proxy
ES0377992005,96,0.21723924,0.21723924,0.0,0.14,0.00498563,0.1474454,-0.43676565,0.0688103,0.0,CPR 0.14,SDA 100,0.35,6,0,maturity,as_filed,0.02,180.0,0.0,0.18839994,4.19837307,47.85739141,2043-10-26,proxy
ES0377992005,97,0.21723924,0.21723924,0.0,0.14,0.00498563,0.1474454,-0.43676565,0.0688103,0.0,CPR 0.14,SDA 100,0.5,6,0,maturity,as_filed,0.02,180.0,0.0,0.18839994,4.19837329,47.85738964,2043-10-26,proxy
ES0377992005,98,0.22150168,0.22150168,0.0,0.14,0.00498563,0.1474454,-0.44191062,0.06690691,0.0,CPR 0.14,SDA 100,0.2,6,1,maturity,as_filed,0.02,180.0,0.0,0.18839994,4.20181554,47.82879061,2043-10-26,proxy
ES0377992005,99,0.22150168,0.22150168,0.0,0.14,0.00498563,0.1474454,-0.44191062,0.06690691,0.0,CPR 0.14,SDA 100,0.35,6,1,maturity,as_filed,0.02,180.0,0.0,0.18839994,4.20181576,47.82878884,2043-10-26,proxy
ES0377992005,100,0.22150168,0.22150168,0.0,0.14,0.00498563,0.1474454,-0.44191062,0.06690691,0.0,CPR 0.14,SDA 100,0.5,6,1,maturity,as_filed,0.02,180.0,0.0,0.18839994,4.20181599,47.82878706,2043-10-26,proxy
ES0377992005,101,0.25550963,0.25550963,0.0,0.14,0.005,-0.08522678,-0.49330222,0.06999251,0.0,CPR 0.14,CDR 0.005,0.2,6,0,maturity,as_filed,0.03,180.0,0.0,0.18484541,4.26177406,47.32227437,2043-10-26,proxy
ES0377992005,102,0.25550963,0.25550963,0.0,0.14,0.005,-0.08522678,-0.49330222,0.06999251,0.0,CPR 0.14,CDR 0.005,0.35,6,0,maturity,as_filed,0.03,180.0,0.0,0.18484541,4.26177785,47.3222447,2043-10-26,proxy
ES0377992005,103,0.25550963,0.25550963,0.0,0.14,0.005,-0.08522678,-0.49330222,0.06999251,0.0,CPR 0.14,CDR 0.005,0.5,6,0,maturity,as_filed,0.03,180.0,0.0,0.18484541,4.26178164,47.32221503,2043-10-26,proxy
ES0377992005,104,0.2615718,0.2615718,0.0,0.14,0.005,-0.08522678,-0.49978291,0.06726991,0.0,CPR 0.14,CDR 0.005,0.2,6,1,maturity,as_filed,0.03,180.0,0.0,0.18484541,4.26714284,47.27907456,2043-10-26,proxy
ES0377992005,105,0.2615718,0.2615718,0.0,0.14,0.005,-0.08522678,-0.49978291,0.06726991,0.0,CPR 0.14,CDR 0.005,0.35,6,1,maturity,as_filed,0.03,180.0,0.0,0.18484541,4.26714663,47.27904496,2043-10-26,proxy
