isin,deal,tranche,report_month,payment_date,accrual_start,accrual_end,accrual_days,day_basis,index_rate,margin_bp,coupon_rate,original_balance,beg_balance,principal_paid,end_balance,pool_factor,interest_paid,pdl_balance,n_notes,principal_per_note,denom_beg,denom_end,coll_beg_balance,coll_sched_principal,coll_prepayments,coll_repurchases,coll_cpr_reported,coll_deemed_losses,coll_recoveries,coll_end_balance,coll_end_balance_net,wac,arrears_90_365,cum_default_ratio,prorata_test,reserve_balance,coll_principal_total,coll_cpr_12m,next_coupon_rate,next_index_rate,source_url,source_section,parse_status,principal_due,principal_shortfall,sub_beg_balance,sub_end_balance,coll_beg_balance_net
ES0377966009,"TDA CAM 8, FTA",A,2020-08,2020-08-26,,,,,,,,1635400000.0,,,306555402.92,0.1874498,,,16354,,,,,,,,,,,,,,,,,,,,,,https://www.cnmv.es/webservices/verdocumento/ver?t=%7B7507a87b-f1ec-46d7-8e5d-e690d38a9b8f%7D,"TdA 'INFORMACION A LOS INVERSORES - FECHA DE PAGO 26/11/2020', I. BONOS A, line 2 'Pendiente de vencimiento en la anterior Fecha de Pago'",PARTIAL: text from CNMV notice as indexed; full PDF not retrievable from this environment (CNMV blocks automated fetch),,,,,
ES0377966009,,,2020-11,2020-11-26,,,,,,,,1635400000.0,306555402.92,,,,,,16354,,,,,,,,,,,,,,,,,,,,,,https://www.cnmv.es/webservices/verdocumento/ver?t=%7B7507a87b-f1ec-46d7-8e5d-e690d38a9b8f%7D,I. BONOS <series> block,"PARTIAL: TdA notice, balance identity not closed (fields missing in text)",,,,,
